cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength
1.879694183422586,-0.14035087719298245,0.0,-0.913646877409406,-0.35,0.6792452830188679,-1.0822060353798124,0.0,79.98611076
1.879694183422586,-0.14035087719298245,0.0,-0.913646877409406,-0.35,0.8207547169811321,-1.0822060353798124,0.0,61.88736576
0.4819642315853289,0.8596491228070176,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.9354838709677415,5.761904761904762,40.269535256
0.4819642315853289,0.8596491228070176,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.9354838709677415,8.023809523809524,41.052779992
-0.4199925903472432,0.7887719298245615,0.0,0.2428681572860452,-0.6,0.0981132075471696,0.47346514047866795,7.904761904761905,44.296075096
0.034017042201340546,0.6596491228070176,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.144640998959417,1.4761904761904763,47.029847436
0.8019265097167492,0.5263157894736842,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.9354838709677415,8.023809523809524,43.698299404
0.8019265097167492,0.5263157894736842,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.9354838709677415,0.0,36.447769788
0.034017042201340546,0.6596491228070176,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.144640998959417,0.0,45.854290856
1.4418510659795898,-0.14035087719298245,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.9354838709677415,0.0,39.28978986
-0.4199925903472432,0.7887719298245615,0.0,0.2428681572860452,-0.6,0.0981132075471696,0.47346514047866795,1.4761904761904763,38.074243672
-0.4199925903472432,0.7887719298245615,0.0,0.2428681572860452,-0.6,0.0981132075471696,0.47346514047866795,0.0,28.021683592
1.1218887878481694,0.19298245614035087,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.9354838709677415,5.761904761904762,43.01296026
-0.4779226028089319,1.1929824561403508,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.144640998959417,1.4761904761904763,42.32693164
0.2899868647064768,0.3929824561403509,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.144640998959417,0.0,47.813781648
0.8019265097167492,-0.14035087719298245,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.144640998959417,1.4761904761904763,52.908319812
-0.8174194200262704,1.3291228070175438,0.0,0.2428681572860452,-0.6,0.7452830188679245,0.27991675338189353,1.4761904761904763,39.358047984
0.545956687211613,0.12631578947368421,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.144640998959417,8.023809523809524,56.141962252
0.8019265097167492,0.5263157894736842,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.9354838709677415,1.4761904761904763,40.563252032
1.4418510659795898,-0.14035087719298245,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.9354838709677415,3.619047619047619,42.620648416
1.1218887878481694,0.19298245614035087,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.9354838709677415,3.619047619047619,41.836714204
-0.8174194200262704,1.3291228070175438,0.0,0.2428681572860452,-0.6,0.7452830188679245,0.27991675338189353,0.0,28.23748958
-0.8174194200262704,1.3291228070175438,0.0,0.2428681572860452,-0.6,0.7452830188679245,0.27991675338189353,-0.5952380952380952,8.06342182
-0.8174194200262704,1.3291228070175438,0.0,0.2428681572860452,-0.6,0.7452830188679245,0.27991675338189353,3.619047619047619,44.207822168
0.8019265097167492,-0.14035087719298245,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.144640998959417,8.023809523809524,52.516697444
0.8019265097167492,-0.14035087719298245,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.144640998959417,5.761904761904762,53.300631656
0.8019265097167492,0.5263157894736842,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.9354838709677415,5.761904761904762,41.15137506
0.545956687211613,0.12631578947368421,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.144640998959417,3.619047619047619,52.1243856
1.1218887878481694,0.19298245614035087,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.9354838709677415,0.0,37.427515184
1.4418510659795898,-0.14035087719298245,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.9354838709677415,-0.5,38.60376124
0.2899868647064768,0.3929824561403509,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.144640998959417,8.023809523809524,55.260122448
0.034017042201340546,0.6596491228070176,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.144640998959417,8.023809523809524,52.908319812
-0.4199925903472432,0.7887719298245615,0.0,0.2428681572860452,-0.6,0.0981132075471696,0.47346514047866795,3.619047619047619,41.719503284
1.4418510659795898,-0.14035087719298245,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.9354838709677415,5.761904761904762,42.131120456
-0.4779226028089319,1.1929824561403508,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.144640998959417,8.023809523809524,53.692254024
-0.15796032467751162,1.5263157894736843,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.9354838709677415,5.761904761904762,38.407950056
-0.15796032467751162,1.5263157894736843,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.9354838709677415,0.0,30.079769452
0.4819642315853289,0.8596491228070176,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.9354838709677415,1.4761904761904763,37.721921436
1.4418510659795898,-0.14035087719298245,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.9354838709677415,1.4761904761904763,42.229026048
-0.15796032467751162,1.5263157894736843,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.9354838709677415,3.619047619047619,36.251958604
0.545956687211613,0.12631578947368421,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.144640998959417,1.4761904761904763,50.45930106
1.1218887878481694,0.19298245614035087,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.9354838709677415,8.023809523809524,43.698299404
-0.15796032467751162,1.5263157894736843,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.9354838709677415,8.023809523809524,38.995383608
0.8019265097167492,-0.14035087719298245,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.144640998959417,3.619047619047619,53.104130996
1.1218887878481694,0.19298245614035087,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.9354838709677415,1.4761904761904763,41.542997428
1.1218887878481694,0.19298245614035087,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.9354838709677415,-0.5,35.076402024
0.5931090229362433,-0.14035087719298245,0.0,0.2428681572860452,-0.6,0.7452830188679245,0.27991675338189353,-0.5952380952380952,15.049192652
0.8019265097167492,0.5263157894736842,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.9354838709677415,3.619047619047619,40.759063216
-0.15796032467751162,1.5263157894736843,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.9354838709677415,-0.5,26.258003984
0.8019265097167492,0.5263157894736842,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.9354838709677415,-0.5,32.823194456
0.4819642315853289,0.8596491228070176,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.9354838709677415,3.619047619047619,39.77931782
-0.4779226028089319,1.1929824561403508,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.144640998959417,3.619047619047619,46.931941844
-0.15796032467751162,1.5263157894736843,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.9354838709677415,1.4761904761904763,33.116911232
0.2899868647064768,0.3929824561403509,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.144640998959417,1.4761904761904763,49.185149412
-0.8174194200262704,1.3291228070175438,0.0,0.2428681572860452,-0.6,0.7452830188679245,0.27991675338189353,-0.5,14.58931216
-0.4199925903472432,0.7887719298245615,0.0,0.2428681572860452,-0.6,0.0981132075471696,0.47346514047866795,-0.5,14.638264956
1.4418510659795898,-0.14035087719298245,0.0,1.6306861989205865,-0.6,-0.33962264150943394,-1.9354838709677415,8.023809523809524,41.934619796
-0.4199925903472432,0.7887719298245615,0.0,0.2428681572860452,-0.6,0.0981132075471696,0.47346514047866795,-0.5952380952380952,9.131420144
