cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,cement_to_water_ratio,fine_aggregate_to_water_ratio,coarse_aggregate_to_water_ratio,strength
0.4063926940639269,0.35893155258764614,0.5,0.4011976047904191,0.2795031055900621,0.0740740740740744,0.5293527345709987,0.07417582417582418,0.3410452126430278,0.39635117134124037,0.256201288787107,52.82075636
0.16210045662100453,0.3227601558152477,0.0,0.560878243512974,0.0,0.4500000000000002,0.6593075765178125,0.07417582417582418,0.11500011422566422,0.3547608932159109,0.28190369896442136,24.281965768
0.34203196347031967,0.0,0.4997,0.19473053892215564,0.3835403726708074,0.6327160493827164,0.7670847967887606,0.03571428571428572,0.37064077277315133,0.6784051950548611,0.654369971170423,33.35684888
0.2550684931506849,0.2728158041179744,0.12255,0.47872255489021964,0.21304347826086956,0.8172839506172838,0.4801304565980933,0.03571428571428572,0.20055806846359311,0.32795410992030277,0.46009827471600295,30.38520732
0.11643835616438353,0.4034501947690596,0.5650000000000001,0.4491017964071855,0.24844720496894407,0.20370370370370372,0.5770195684897141,0.07417582417582418,0.10209695217692297,0.3866057408148808,0.27036981132403604,26.22766704
0.5385844748858446,0.5258764607679466,0.0,0.42435129740518973,0.29503105590062106,0.44351851851851887,0.4059207225288508,0.005494505494505494,0.4356018628618822,0.32779457117202343,0.371583229423339,24.0971862
0.0319634703196347,0.48135781858653315,0.0,0.560878243512974,0.0,0.33580246913580236,0.7473657802308076,0.016483516483516484,0.02267607886139858,0.3896809014349584,0.2451430601725234,10.089791784
0.12968036529680366,0.662771285475793,0.0,0.5105788423153692,0.0,0.7395061728395063,0.35198193677872536,0.07417582417582418,0.1007261689003782,0.25767295519945893,0.4101715720346195,21.066249704
0.33789954337899536,0.0,0.0,0.48103792415169666,0.0,0.9228395061728398,0.5669844455594582,0.07417582417582418,0.2619674479451054,0.36297350715227744,0.4941611776935697,20.87043852
0.4455707762557078,0.0,0.5877,0.42355289421157694,0.29565217391304344,0.6845679012345678,0.4000250878073257,0.07417582417582418,0.3634651497498458,0.32569879167398924,0.45740261255707915,47.401475
0.5228310502283104,0.47301057317751816,0.0,0.5848303393213572,0.24844720496894407,0.030864197530864335,0.5218263923733064,0.07417582417582418,0.36266774917449995,0.28796671575900806,0.1345860121967246,56.61287436
0.29623287671232873,0.0,0.6081000000000001,0.41684630738522954,0.208695652173913,0.7882716049382719,0.4627446061214251,0.271978021978022,0.24908528881288136,0.3571255271983678,0.49963675715192446,45.83636448
0.15269406392694063,0.11747356705620479,0.62125,0.2920558882235529,0.33633540372670806,0.8635802469135805,0.5071500250878074,0.03571428571428572,0.1664967320934216,0.46286066048364566,0.6433897415079606,23.5111316
0.25515981735159815,0.27284362826933783,0.1226,0.4789620758483035,0.20652173913043476,0.8179012345679015,0.4804816859006522,0.271978021978022,0.20056613693487266,0.32796497254275786,0.4601235057954898,49.97322048
0.3106164383561644,0.0,0.47055,0.5182435129740519,0.21739130434782605,0.45959876543209877,0.6347466131460109,0.03571428571428572,0.23139346872852698,0.3691282396070255,0.3119929590197089,25.68987576
0.3410273972602739,0.0,0.59135,0.5325349301397204,0.17857142857142855,0.7018518518518522,0.41076266934269956,0.271978021978022,0.2496073914509028,0.27039975737331806,0.3822233670317159,43.58177796
0.9589041095890409,0.0,0.0,0.1936127744510978,0.0,0.29320987654321007,0.7576517812343202,0.016483516483516484,0.9466708226031623,0.6746136133883176,0.511907435109388,50.51101176
0.31050228310502287,0.0,0.0,0.5129740518962076,0.0,0.9814814814814818,0.489212242849975,0.016483516483516484,0.23271717799232558,0.3126296674186812,0.48885295511703,12.05204048
0.3999771689497717,0.2721758486366166,0.1223,0.31097804391217543,0.3475155279503105,0.80462962962963,0.47280481685900666,0.15109890109890112,0.3712059394047281,0.43242257249731947,0.6015129673940924,66.82401392
0.48401826484018257,0.40428491930996113,0.5660000000000001,0.45628742514970067,0.24844720496894407,0.21018518518518547,0.24134470647265438,0.07417582417582418,0.380622410983378,0.2392961233810908,0.2679347339732535,46.234192132
0.25244292237442917,0.0,0.50195,0.30019960079840313,0.3220496894409937,0.6259259259259258,0.7771951831409936,0.07417582417582418,0.2496385320074612,0.5857422707453175,0.542877891948629,37.404073
0.48173515981735154,0.4034501947690596,0.0,0.4491017964071855,0.24844720496894407,0.20370370370370372,0.5770195684897141,0.07417582417582418,0.3816351313993003,0.3866057408148808,0.27036981132403604,44.38846488
0.4455707762557078,0.0,0.5877,0.42355289421157694,0.29565217391304344,0.6845679012345678,0.4000250878073257,0.005494505494505494,0.3634651497498458,0.32569879167398924,0.45740261255707915,21.91154728
0.5022831050228309,0.0,0.0,0.6487025948103793,0.0,0.533950617283951,0.5168088309081786,0.07417582417582418,0.3280770621474268,0.2551247045506582,0.2564908457008013,25.17966352
0.6506849315068493,0.05564830272676684,0.47000000000000003,0.2814371257485029,0.43260869565217386,0.42283950617283983,0.6297039638735573,0.016483516483516484,0.6013597073844055,0.5304312138379232,0.4809161405177209,45.89841732
0.6461187214611872,0.0,0.68,0.2894211576846306,0.6211180124223602,0.3148148148148149,0.4365278474661316,0.07417582417582418,0.592571456828338,0.4308346014814893,0.43144643031806407,55.55108132
0.5639269406392693,0.0,0.0,0.560878243512974,0.0,0.7870370370370372,0.5393878575012543,0.07417582417582418,0.4000708199118178,0.30720601022814814,0.39039725993942764,33.60506024
0.4748858447488585,0.0,0.0,0.560878243512974,0.0,0.6512345679012346,0.5920722528850979,0.07417582417582418,0.33690174308363596,0.32809832283783463,0.346681905700414,27.82725136
0.5662100456621004,0.0,0.0,0.6487025948103793,0.0,0.533950617283951,0.45408931259407925,0.07417582417582418,0.37097171378672256,0.2316006368690971,0.2564908457008013,27.3377234
0.6255707762557077,0.0,0.0,0.7413173652694609,0.0,0.625,0.42237832413447074,0.271978021978022,0.37966657560549877,0.18093106665424025,0.23323976514405176,43.0577762
0.634703196347032,0.2643294379521425,0.0,0.8483033932135728,0.0,0.40432098765432123,0.0,0.07417582417582418,0.3530989422703493,0.0,0.12099354577746846,36.447769788
0.3009360730593607,0.0,0.4729,0.6079041916167662,0.14183229813664594,0.4507407407407409,0.6476668339187153,0.005494505494505494,0.2022234519350832,0.3249110522887107,0.25413679056669236,10.38350856
0.31415525114155246,1.0,0.0,0.5105788423153692,0.0,0.4339506172839509,0.1763672854992473,0.07417582417582418,0.23603950724340186,0.18566929300129303,0.3084751098307754,39.435269296
0.14920091324200913,0.36143572621035064,0.6431,0.42882235528942125,0.2419254658385093,0.6336419753086422,0.38283993978926256,0.07417582417582418,0.13140058613897695,0.3151444607750962,0.4352654858667646,41.20308576
0.7853881278538812,0.06677796327212021,0.395,0.32135728542914177,0.36149068322981365,0.5123456790123457,0.29603612644254906,0.07417582417582418,0.6909605193798646,0.3418791427955467,0.47988862484622974,51.021224
